x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.630748079,0.616140582,0.213105381,0.5685241,0.249085151,0.951838587,0.914521513,0.322817329,0.157430313,0.005420971,0.746711771,0.183491808,0.205901666,0.381641911,0.178048507,0.864442674,0.871373244,0.547350717,0.264554615,0.106565927
0.178189459,0.095744108,0.821544735,0.926070996,0.40561364,0.731382731,0.632799367,0.704794007,0.341811572,0.142484437,0.51289879,0.869444472,0.74497624,0.322463789,0.841379912,0.71348904,0.667992604,0.142464552,0.950062307,0.566615474
0.007142038,0.964218307,0.311460106,0.233642069,0.185542508,0.609778489,0.507993653,0.823142123,0.593607098,0.450142547,0.044750629,0.977604857,0.965693547,0.089635947,0.834633289,0.131052982,0.491546724,0.035128945,0.844526165,0.3779986
0.286238216,0.900828572,0.420165502,0.536621408,0.194304747,0.181748193,0.673422501,0.46410665,0.964483581,0.980398931,0.230496809,0.437697394,0.778580267,0.56959851,0.553669489,0.444599482,0.563683097,0.089659026,0.331596215,0.068813825
0.852913272,0.616463309,0.721661507,0.10393939,0.949711036,0.041789779,0.821858849,0.663462453,0.191137034,0.474791492,0.764205127,0.945681428,0.620159343,0.679118347,0.568306793,0.006481851,0.405882476,0.603984359,0.645951099,0.78512191
0.268242615,0.573628143,0.969151712,0.983615932,0.728606679,0.977895057,0.82755559,0.101579644,0.171839149,0.364861773,0.669609154,0.758026124,0.792430543,0.560842577,0.133465264,0.227526148,0.313723814,0.872207658,0.712230544,0.138107293
0.906386088,0.961114564,0.024409287,0.757739046,0.795639108,0.884360606,0.738206531,0.79697426,0.377678468,0.057585502,0.006077818,0.968868374,0.3127432,0.627309627,0.027467526,0.374089038,0.68178722,0.769921547,0.266002337,0.277671824
0.654849124,0.054762075,0.765207674,0.609656573,0.080030223,0.630795231,0.43839284,0.433407651,0.872739266,0.449874882,0.474395901,0.896088604,0.320083408,0.496987824,0.529082092,0.021925129,0.768525986,0.075839436,0.550583106,0.891336183
0.446230433,0.372157158,0.121215104,0.762710505,0.874741786,0.240400374,0.742805308,0.087636354,0.412942409,0.10020926,0.553862788,0.15022494,0.685892389,0.187487061,0.660405086,0.969610977,0.892317026,0.741634785,0.862060068,0.080852534
0.142262612,0.648678434,0.034421131,0.724568161,0.521793752,0.107529265,0.946202045,0.574790578,0.006195458,0.86726124,0.505515709,0.377397953,0.201044746,0.623228294,0.751142871,0.690407186,0.024501786,0.938764835,0.826864015,0.178570719
0.784988763,0.697591159,0.176791854,0.073581804,0.807594556,0.637465786,0.954880398,0.17426644,0.69662036,0.036549976,0.143530661,0.592283005,0.993571752,0.057200215,0.183204525,0.72009959,0.15585038,0.90846295,0.72430727,0.799448287
0.707590655,0.010226177,0.840404697,0.384059558,0.615533089,0.893306833,0.96459911,0.89107951,0.230890632,0.000104449,0.135627175,0.82139159,0.607170961,0.081058033,0.678128204,0.48194449,0.12322184,0.714110971,0.693171164,0.43399209
0.500631512,0.74242953,0.992425823,0.954254583,0.419218128,0.995996537,0.065769399,0.700769126,0.639428051,0.667199302,0.07526939,0.010688062,0.331768153,0.104380014,0.815369228,0.804686733,0.634838839,0.261526745,0.142195521,0.323853907
0.51721031,0.950270256,0.843130315,0.730358976,0.592368164,0.375956237,0.421270293,0.305855159,0.8032009,0.969003616,0.411258364,0.585510032,0.502678618,0.184201182,0.208355689,0.405039412,0.109341883,0.496507069,0.721842294,0.200545261
0.526417191,0.056411583,0.924266353,0.392919751,0.953847892,0.088422868,0.257823622,0.215529017,0.6846809,0.882556071,0.35386594,0.226925896,0.977767148,0.02293796,0.030108549,0.703984305,0.498043308,0.94661502,0.818671398,0.71822172
0.113936093,0.753213271,0.288993697,0.629896336,0.24082986,0.235665646,0.419703855,0.279919636,0.918021719,0.241356256,0.575134197,0.011802578,0.614817693,0.701474344,0.042773194,0.454800617,0.424458697,0.709282685,0.868159522,0.976256528
0.501130506,0.135383725,0.291254905,0.936217049,0.251900506,0.47242118,0.186056737,0.612913035,0.357704373,0.036080975,0.152243936,0.586317521,0.928390127,0.632860388,0.768387646,0.154724034,0.505858997,0.564121966,0.389594132,0.364216778
0.640983582,0.218897267,0.845522413,0.186201289,0.916361476,0.45701589,0.418209223,0.261322406,0.442329221,0.811430992,0.32121716,0.585386497,0.124033834,0.137472593,0.842164404,0.876650789,0.566180416,0.747142097,0.322690755,0.553207251
0.143295599,0.761389709,0.539760833,0.789701668,0.108687313,0.75501995,0.639598383,0.091134357,0.948711169,0.097678906,0.475043055,0.428540639,0.236869089,0.275978277,0.016447806,0.81603074,0.770576968,0.240379689,0.871223614,0.603411546
0.994428778,0.915780753,0.572352698,0.388845486,0.864081352,0.621064554,0.09545217,0.111357843,0.394872138,0.587617429,0.20992292,0.195487643,0.135202941,0.535687403,0.365439525,0.644701848,0.63625339,0.224653472,0.863450507,0.970976006
0.987589027,0.891999588,0.650663162,0.412827933,0.78282548,0.221368467,0.981035422,0.684956893,0.516551478,0.75823826,0.029095881,0.724235025,0.052008793,0.161000769,0.864772726,0.854608293,0.261240702,0.600081137,0.1136164,0.18319777
0.427533552,0.349354333,0.684192045,0.873594413,0.673767438,0.515682826,0.054879946,0.085836245,0.272024603,0.879532029,0.476417626,0.136421296,0.21697577,0.534171896,0.009184962,0.040344222,0.676485799,0.701354434,0.526825744,0.610135568
0.800093105,0.744160731,0.110461953,0.940693166,0.275975034,0.517086355,0.482734681,0.287156682,0.67494766,0.043098862,0.159131972,0.003210579,0.325808405,0.047221174,0.699623013,0.927291524,0.553405002,0.80202426,0.485196452,0.673966753
0.402752868,0.851789695,0.935556937,0.624477163,0.203593188,0.207465925,0.657042954,0.306802147,0.183534831,0.442217584,0.49431094,0.656146742,0.298350693,0.073891048,0.186433905,0.812633782,0.701620534,0.493843284,0.422536472,0.172951183
0.72317253,0.768024773,0.933180694,0.847213147,0.066636913,0.163307241,0.080405708,0.765037214,0.195886118,0.552831123,0.638280234,0.231563794,0.781885198,0.54828578,0.102995506,0.106169814,0.22229509,0.226724854,0.131691722,0.234679242
0.285799269,0.422772581,0.784111932,0.638652101,0.592703237,0.523601234,0.619603497,0.727654061,0.483802012,0.053275238,0.830998856,0.329307166,0.564728263,0.750854917,0.885540063,0.373145733,0.787665534,0.220005709,0.698894363,0.704311383
0.980544509,0.681771703,0.241545197,0.151195894,0.668929912,0.380450505,0.948047381,0.223353173,0.46133942,0.661396766,0.37420803,0.813881342,0.720753626,0.558533529,0.244058947,0.332364422,0.075512984,0.012465623,0.127784171,0.118490033
0.364898016,0.068593291,0.941788347,0.920609275,0.651987892,0.582157658,0.74841111,0.834967002,0.068383015,0.729571711,0.304057081,0.69935343,0.523184531,0.360933475,0.751112425,0.578079832,0.822273463,0.168190858,0.800929894,0.877049913
0.370328407,0.956421024,0.405984288,0.761357057,0.674596254,0.633416532,0.796616619,0.124976675,0.309921246,0.521699923,0.346349275,0.755484099,0.38013927,0.279003278,0.063203932,0.803707306,0.714122526,0.52148634,0.25473556,0.687963776
0.787318992,0.219248114,0.493161884,0.364640379,0.656177668,0.963621945,0.836668271,0.168521478,0.704378209,0.617404582,0.079301097,0.58809064,0.121175135,0.369219438,0.617243562,0.996542568,0.540112116,0.875942491,0.051612962,0.884456426
0.477511794,0.087322701,0.234022428,0.74527659,0.797617996,0.071733747,0.993755903,0.688353131,0.014314237,0.889094995,0.774073656,0.199087724,0.490983894,0.607093875,0.321808138,0.157556611,0.965820533,0.348428014,0.988449943,0.830799939
0.231064078,0.43898069,0.400264177,0.865278456,0.354709527,0.586098569,0.105864908,0.030191215,0.804163402,0.882031522,0.879260684,0.043287681,0.260709323,0.210542723,0.359041562,0.462424143,0.354858424,0.144690735,0.116246836,0.812673397
0.465446655,0.143904004,0.184174624,0.054894715,0.985291919,0.046830071,0.223960188,0.063267818,0.407649306,0.879965119,0.641267973,0.951793594,0.883173275,0.090118681,0.23197886,0.124086226,0.437684996,0.50049976,0.25710031,0.145299152
0.110354353,0.491103348,0.232331599,0.664107655,0.629362489,0.617240655,0.597731618,0.924850615,0.395278853,0.439797923,0.068359083,0.476507423,0.430629891,0.976320096,0.064087266,0.419792915,0.670534234,0.999363654,0.538950379,0.869278437
0.288458841,0.541047108,0.097652108,0.025656983,0.800533342,0.894819245,0.803738349,0.626661055,0.939665975,0.936362695,0.805314713,0.859784616,0.685352449,0.428420981,0.108215236,0.635356961,0.603226574,0.925847765,0.36402963,0.729574943
0.588406677,0.237303465,0.715518316,0.658303915,0.635507352,0.087622805,0.594841142,0.235156166,0.285649023,0.941829599,0.564042963,0.81175488,0.139324075,0.282734892,0.160007896,0.933899673,0.552069413,0.727370666,0.664224116,0.900074018
0.631958239,0.523773698,0.257241328,0.609567279,0.472342052,0.24396696,0.620233459,0.950221896,0.635623354,0.467979756,0.832888536,0.660138469,0.707753127,0.554705561,0.649715624,0.290497266,0.056395893,0.23958759,0.742859187,0.708759777
0.241865265,0.170715559,0.637427097,0.300147152,0.102783046,0.500675288,0.385462961,0.607093252,0.519748775,0.741940058,0.391494338,0.846905843,0.399488161,0.955904227,0.081677419,0.409365012,0.235549688,0.334237314,0.168574797,0.016350024
0.886267283,0.516135817,0.579037498,0.359821847,0.885093662,0.933329346,0.811922351,0.195573409,0.145980176,0.687510652,0.756057566,0.10279351,0.521878362,0.333396327,0.932837295,0.665462652,0.544304031,0.221623289,0.926200797,0.965975194
0.56010519,0.709555324,0.33651464,0.632298544,0.676334708,0.877422702,0.301751433,0.169938477,0.370102954,0.48405569,0.073462604,0.463200532,0.58316937,0.968218191,0.121192715,0.593543153,0.001770644,0.280315982,0.693163839,0.765656555
0.394884514,0.544398132,0.618143539,0.957621658,0.245700503,0.969476085,0.899534491,0.932753372,0.37169481,0.323513139,0.951350862,0.760693861,0.359846377,0.76921814,0.700775436,0.999996281,0.262503676,0.476385571,0.109955949,0.976308168
0.882990252,0.55428301,0.64696126,0.488799502,0.416959848,0.671507317,0.908999426,0.714415217,0.684540369,0.807893393,0.748344857,0.202914463,0.662179102,0.137263487,0.925343986,0.366243485,0.761090055,0.555224526,0.786435055,0.556692076
0.991006569,0.218125211,0.84986768,0.185578797,0.043388972,0.670939464,0.107113756,0.711419368,0.756111342,0.924773273,0.962590485,0.060888047,0.513281283,0.343184917,0.348734244,0.124361118,0.323290265,0.787544863,0.711802306,0.365722798
0.174450621,0.424137812,0.884225038,0.433988504,0.319269049,0.438564132,0.126845617,0.941288619,0.846164646,0.867735536,0.481872456,0.571165342,0.658276685,0.856273171,0.677851558,0.113560066,0.1774978,0.744982452,0.934452696,0.388358981
0.65569129,0.054444146,0.672031324,0.925271238,0.277753081,0.401235091,0.945981034,0.779689842,0.87976337,0.648352528,0.277655074,0.589192779,0.375608556,0.068902429,0.829925176,0.649294561,0.028865111,0.824811944,0.388069824,0.083515145
0.739834573,0.550408357,0.626270613,0.399849608,0.183415943,0.256732356,0.722653222,0.132784307,0.41765703,0.900476647,0.33061685,0.613061873,0.612258971,0.505778898,0.473718229,0.422411605,0.329121687,0.094293617,0.828995889,0.78280975
0.522469058,0.430602794,0.979996395,0.862049013,0.060684868,0.677099972,0.637226246,0.683727785,0.535323636,0.018359967,0.515966626,0.636371619,0.996729325,0.205418724,0.694905685,0.301843669,0.896618862,0.953789961,0.141673448,0.907230738
0.270529694,0.782583012,0.062954089,0.300221746,0.637646788,0.186067028,0.524812859,0.106801197,0.288377084,0.651388648,0.258190868,0.60016195,0.559487703,0.493563639,0.143148504,0.312530126,0.240747069,0.268845146,0.053330285,0.197429802
0.134563911,0.550068498,0.460937834,0.480736532,0.944691262,0.399298937,0.928207251,0.446977236,0.30327038,0.858002279,0.462035599,0.088957977,0.276925451,0.853341958,0.523720618,0.715948383,0.562395034,0.493407103,0.184816648,0.093430873
0.729367031,0.544334511,0.019887042,0.770116769,0.660703816,0.056645481,0.242934718,0.43160494,0.51909305,0.089455621,0.052214888,0.264762485,0.922068775,0.504348696,0.798275227,0.424208457,0.338060386,0.030280467,0.545656113,0.63658344
0.34089029,0.984590464,0.413825931,0.834849183,0.727604944,0.571888658,0.503714212,0.023348696,0.958231776,0.315135043,0.852233165,0.215883942,0.26460963,0.531979312,0.330121653,0.55688241,0.610436637,0.860107487,0.960672611,0.19073242
0.354894865,0.019339779,0.167834033,0.352843534,0.404626645,0.986806219,0.252855683,0.856114743,0.052367228,0.843802067,0.328556518,0.004708357,0.009251008,0.725366528,0.237191669,0.430388325,0.410477951,0.234167406,0.410866699,0.055451551
0.339068955,0.601854984,0.153272631,0.518736314,0.714089898,0.907649956,0.946680229,0.706981098,0.659699349,0.383076611,0.594338289,0.278819472,0.979257968,0.172545928,0.488890443,0.710276458,0.667790836,0.162395879,0.36776483,0.202784811
0.941164444,0.494821711,0.278607134,0.490242175,0.634326108,0.593426551,0.15955977,0.782567534,0.34311887,0.659359731,0.681314605,0.398377417,0.718759043,0.097159721,0.624661641,0.537323462,0.819054873,0.056838236,0.969746513,0.755109411
0.607491914,0.260007708,0.676006396,0.648742225,0.769553286,0.849393076,0.797039082,0.315146659,0.01602193,0.847114502,0.49118006,0.214090064,0.547516017,0.364733343,0.599552211,0.117068492,0.375308096,0.773765769,0.537236228,0.039435487
0.919186741,0.617594323,0.812096159,0.936659364,0.579769085,0.983908454,0.507052308,0.732626144,0.780591794,0.574077088,0.762714867,0.584538261,0.208942824,0.184114628,0.493127007,0.958345041,0.9157508,0.064798311,0.195157546,0.266360509
0.13133459,0.647546045,0.559006184,0.830152007,0.98798878,0.27865535,0.665538094,0.784203863,0.198086262,0.309660829,0.549272083,0.569644655,0.720223938,0.372985157,0.985462877,0.484453062,0.75609952,0.568119916,0.932926315,0.913917673
0.681002926,0.910462886,0.031632617,0.654770194,0.981352762,0.150392245,0.270164351,0.448155846,0.769890518,0.105392364,0.27689226,0.976528098,0.340677205,0.365503664,0.315305272,0.277351998,0.027286096,0.55503254,0.212993819,0.193792455
0.078985898,0.153723585,0.318129264,0.826850827,0.2474707,0.047521938,0.026515021,0.771429845,0.918438082,0.44776827,0.702166765,0.290066859,0.188084919,0.397363666,0.302745167,0.987574305,0.753452236,0.370658407,0.291714367,0.435470748
0.303453085,0.432446221,0.620250969,0.151786312,0.412450418,0.881901719,0.540911395,0.852808296,0.874155461,0.020539009,0.452325065,0.652258578,0.223811061,0.8853445,0.586554841,0.86082458,0.684652468,0.663530238,0.510447621,0.104151379
0.912523173,0.075178898,0.069749722,0.186336579,0.467976691,0.559127739,0.247326159,0.583444418,0.342105899,0.27632094,0.676954081,0.437562614,0.666224569,0.35916878,0.980775564,0.69209077,0.910060553,0.565527298,0.369219987,0.615936513
0.829811287,0.943030711,0.24338656,0.941193532,0.975431448,0.300385472,0.463521293,0.161594346,0.425857308,0.613016762,0.231784771,0.535744993,0.913665288,0.19286345,0.637382925,0.630163426,0.338124857,0.865405657,0.339280733,0.327869203
0.197578994,0.602781698,0.353758352,0.616630913,0.414623123,0.276354188,0.791711721,0.351035344,0.091286295,0.926603898,0.163517931,0.232142704,0.155755035,0.75545931,0.308308337,0.996279132,0.828700663,0.814765819,0.932039412,0.863817398
0.349330628,0.925737546,0.310755084,0.787136162,0.882239531,0.708548171,0.604818212,0.41819747,0.312535271,0.401114713,0.640731263,0.698725411,0.818736849,0.22877986,0.823875609,0.969210215,0.043984981,0.466317331,0.566015013,0.267991866
0.569166912,0.736554822,0.372501527,0.014887052,0.159393162,0.383970093,0.011581523,0.291324265,0.364311069,0.065741508,0.722106,0.436560503,0.242318235,0.639204889,0.667072904,0.046260895,0.024486219,0.104546432,0.076212083,0.533025134
0.237422664,0.499069838,0.531797174,0.239142405,0.186763349,0.848837614,0.720662115,0.22608956,0.379737188,0.244629115,0.210173547,0.699162062,0.138437865,0.18228017,0.250172571,0.361272201,0.886227766,0.555586661,0.244798806,0.866822458
0.18165874,0.270568064,0.985497721,0.017827438,0.419285848,0.076679114,0.69861597,0.702230738,0.260007399,0.311681141,0.685869933,0.462402827,0.389667416,0.994017138,0.742357833,0.759974192,0.462300034,0.508266988,0.525696809,0.808204607
0.673240337,0.655247018,0.132906382,0.278072801,0.793592684,0.876901335,0.504710758,0.805057617,0.287770249,0.17176952,0.50661042,0.818459423,0.132043667,0.476761874,0.91502276,0.250545665,0.999700055,0.216561081,0.314709935,0.141846444
0.073629131,0.104785598,0.571325745,0.068832213,0.153952851,0.455335653,0.711160191,0.926110759,0.236266581,0.843644644,0.073710135,0.374447147,0.777619732,0.329361703,0.426771802,0.342411996,0.388479903,0.400993831,0.540141536,0.050605167
0.139176958,0.254054798,0.893159354,0.179621777,0.607194342,0.476965239,0.883725071,0.941567703,0.212136818,0.54945147,0.749106183,0.915624806,0.115017189,0.763789183,0.264544621,0.844546444,0.990605474,0.242249593,0.617997902,0.367621639
0.121450596,0.088022641,0.813303266,0.039811854,0.35437317,0.732568723,0.050859322,0.990989212,0.667218284,0.902208351,0.220499928,0.520689093,0.112857663,0.778860478,0.026349129,0.718632823,0.389901569,0.785583071,0.637614415,0.196593091
0.390635376,0.752315095,0.303543763,0.464962839,0.327210795,0.464388843,0.446480387,0.888966713,0.229421334,0.784157274,0.036363995,0.594210931,0.101737596,0.137572892,0.522246235,0.526730647,0.961683049,0.053480579,0.255301042,0.112317848
0.634698809,0.480444613,0.654682293,0.799366714,0.359795948,0.735752788,0.813551332,0.93364932,0.694736646,0.806891238,0.051246747,0.930761391,0.520984115,0.036330016,0.562969777,0.495102689,0.97002057,0.93363997,0.161775966,0.767502552
0.781891845,0.886351744,0.122589681,0.190699027,0.830741365,0.480642598,0.4648017,0.165613978,0.683484632,0.767410155,0.767924037,0.050877775,0.721460767,0.346560405,0.425150898,0.868261881,0.744985354,0.101962413,0.585919962,0.931765688
0.065071615,0.133474762,0.551944612,0.788247595,0.439530965,0.744778664,0.01564007,0.702056613,0.013122544,0.264375015,0.309877735,0.194610914,0.098968224,0.325527924,0.317846007,0.733143333,0.537981101,0.152113749,0.354093224,0.213600881
0.653231538,0.992703422,0.546965915,0.2289931,0.563223203,0.639954905,0.317023456,0.507767675,0.908466977,0.478697482,0.127964919,0.535583957,0.898322456,0.721830868,0.481384204,0.679506777,0.654585866,0.769696277,0.784021157,0.748174446
0.419733606,0.957751941,0.189488222,0.482548259,0.863499995,0.104548321,0.653243762,0.594085964,0.902304301,0.242051323,0.764522743,0.790835257,0.535531659,0.297649371,0.420508243,0.464755324,0.529125563,0.514598565,0.566617287,0.297011815
0.23496796,0.407128963,0.595076308,0.120794067,0.000936532,0.147006215,0.514505245,0.184764497,0.688367753,0.525913507,0.812627119,0.987678616,0.127969993,0.238350718,0.808790326,0.503838415,0.393109394,0.424397339,0.712960855,0.792674512
0.403789387,0.753422651,0.66420718,0.709864717,0.770809935,0.309124251,0.225656433,0.900864578,0.072302014,0.900981939,0.296761075,0.31575072,0.659122623,0.077021776,0.0583592,0.626880722,0.868673745,0.637911107,0.501563745,0.596733247
0.942267297,0.687562974,0.247222515,0.990070192,0.145318828,0.091454433,0.217840411,0.882548836,0.332407701,0.98830799,0.314585616,0.094534811,0.362353337,0.894392035,0.712554923,0.900588014,0.406754246,0.266530007,0.420066908,0.567174654
0.447492761,0.383028879,0.794222405,0.613265639,0.290404445,0.218029071,0.280008846,0.293540804,0.018206448,0.519007785,0.752310259,0.966977407,0.832712585,0.055390032,0.021639472,0.654084371,0.062238044,0.619381044,0.183940317,0.76959589
0.99737512,0.501264325,0.503729575,0.089027686,0.01274271,0.454493651,0.95228496,0.61737942,0.185851116,0.209415553,0.1039637,0.246804203,0.222856195,0.354675022,0.277340542,0.700954541,0.572621022,0.851511266,0.118018644,0.388096728
0.841540215,0.120001514,0.5219985,0.002437843,0.622428177,0.403809754,0.285351046,0.956533728,0.196999571,0.555457423,0.582251876,0.50991123,0.274023139,0.836961876,0.624250669,0.649599094,0.672999029,0.948790257,0.945713579,0.161895339
0.931485219,0.520559179,0.035308596,0.577095883,0.683362708,0.764891247,0.334266615,0.756362848,0.443140022,0.493141506,0.532538736,0.414116576,0.107954771,0.873341899,0.961701089,0.372059526,0.72810769,0.10806859,0.870855073,0.087999041
0.823741797,0.711775995,0.617746054,0.815418529,0.270146864,0.104141482,0.780329902,0.995866233,0.401965345,0.962132063,0.644313842,0.988126662,0.940927815,0.400128808,0.244089261,0.177468124,0.646827365,0.402277236,0.887083158,0.370582285
0.911577878,0.28376681,0.454413673,0.648032528,0.673755576,0.43189266,0.962918712,0.590056196,0.881503591,0.176456417,0.435636877,0.551523839,0.893453214,0.441169897,0.356273602,0.441385889,0.55650577,0.068523341,0.048397428,0.442707016
0.151289576,0.137544341,0.193290468,0.72525571,0.623689757,0.171575808,0.135740915,0.605518646,0.261308694,0.558321192,0.984553436,0.132823102,0.710882906,0.768753671,0.69774752,0.17588021,0.604814047,0.818119637,0.90636078,0.638401259
0.559734367,0.973364559,0.429634645,0.703817694,0.660341688,0.894085204,0.648902559,0.525381388,0.664517245,0.685174433,0.776162666,0.102887525,0.398259497,0.774211214,0.715916311,0.406004997,0.522129456,0.844022393,0.344384323,0.437393923
0.682102516,0.924766985,0.652579135,0.164450757,0.227357785,0.859204232,0.596540408,0.711086659,0.362382004,0.270677476,0.781614464,0.08570142,0.392300048,0.489863608,0.424625858,0.02140837,0.376005163,0.429996972,0.743526021,0.545762564
0.485102882,0.833736629,0.975857219,0.150090764,0.043759171,0.070472725,0.33101357,0.915787397,0.310477608,0.997262639,0.56330458,0.728437646,0.782696361,0.057529683,0.02284036,0.291084043,0.838282865,0.361799533,0.374476948,0.048720413
0.369341803,0.884008432,0.107801699,0.955512393,0.143358577,0.214991967,0.830802951,0.268136219,0.424359473,0.329100579,0.687309322,0.795490301,0.620112371,0.749156626,0.858917033,0.335038144,0.959208399,0.117022594,0.510779664,0.402457036
